"Statistic Label","Census Year","Sex","CSO Electoral Divisions 2022","UNIT","VALUE"
"Persons with a disability","2022","Both Sexes","Emper, Westmeath","Number","51"
"Persons with a disability","2022","Both Sexes","Enniscoffey, Westmeath","Number","94"
"Persons with a disability","2022","Both Sexes","Faughalstown, Westmeath","Number","47"
"Persons with a disability","2022","Both Sexes","Finnea, Westmeath","Number","55"
"Persons with a disability","2022","Both Sexes","Fore East, Westmeath","Number","83"
"Persons with a disability","2022","Both Sexes","Fore West, Westmeath","Number","75"
"Persons with a disability","2022","Both Sexes","Gaybrook, Westmeath","Number","62"
"Persons with a disability","2022","Both Sexes","Glassan, Westmeath","Number","158"
"Persons with a disability","2022","Both Sexes","Glenlough, Westmeath","Number","44"
"Persons with a disability","2022","Both Sexes","Glore, Westmeath","Number","37"
"Persons with a disability","2022","Both Sexes","Greenpark, Westmeath","Number","52"
"Persons with a disability","2022","Both Sexes","Griffinstown, Westmeath","Number","126"
"Persons with a disability","2022","Both Sexes","Heathstown, Westmeath","Number","131"
"Persons with a disability","2022","Both Sexes","Hilltown, Westmeath","Number","64"
"Persons with a disability","2022","Both Sexes","Hopestown, Westmeath","Number","117"
"Persons with a disability","2022","Both Sexes","Huntingdon, Westmeath","Number","86"
"Persons with a disability","2022","Both Sexes","Jamestown, Westmeath","Number","34"
"Persons with a disability","2022","Both Sexes","Kilbeggan, Westmeath","Number","376"
"Persons with a disability","2022","Both Sexes","Kilbixy, Westmeath","Number","172"
"Persons with a disability","2022","Both Sexes","Kilcumny, Westmeath","Number","47"
"Persons with a disability","2022","Both Sexes","Kilcumreragh, Westmeath","Number","90"
"Persons with a disability","2022","Both Sexes","Killare, Westmeath","Number","66"
"Persons with a disability","2022","Both Sexes","Killinure, Westmeath","Number","78"
"Persons with a disability","2022","Both Sexes","Killua, Westmeath","Number","261"
"Persons with a disability","2022","Both Sexes","Killucan, Westmeath","Number","433"
"Persons with a disability","2022","Both Sexes","Killulagh, Westmeath","Number","102"
"Persons with a disability","2022","Both Sexes","Kilpatrick, Westmeath","Number","40"
"Persons with a disability","2022","Both Sexes","Kinnegad, Westmeath","Number","709"
"Persons with a disability","2022","Both Sexes","Kinturk, Westmeath","Number","408"
"Persons with a disability","2022","Both Sexes","Knockarrow, Westmeath","Number","25"
"Persons with a disability","2022","Both Sexes","Knockdrin, Westmeath","Number","98"
"Persons with a disability","2022","Both Sexes","Lackan, Westmeath","Number","14"
"Persons with a disability","2022","Both Sexes","Lauree, Westmeath","Number","38"
"Persons with a disability","2022","Both Sexes","Middleton, Westmeath","Number","68"
"Persons with a disability","2022","Both Sexes","Milltown, Westmeath","Number","68"
"Persons with a disability","2022","Both Sexes","Moate, Westmeath","Number","731"
"Persons with a disability","2022","Both Sexes","Mount Temple, Westmeath","Number","129"
"Persons with a disability","2022","Both Sexes","Moydrum, Westmeath","Number","594"
"Persons with a disability","2022","Both Sexes","Muckanagh, Westmeath","Number","40"
"Persons with a disability","2022","Both Sexes","Mullingar North Urban, Westmeath","Number","1494"
"Persons with a disability","2022","Both Sexes","Mullingar Rural, Westmeath","Number","2314"
"Persons with a disability","2022","Both Sexes","Mullingar South Urban, Westmeath","Number","1090"
"Persons with a disability","2022","Both Sexes","Multyfarnham, Westmeath","Number","187"
"Persons with a disability","2022","Both Sexes","Newtown, Westmeath","Number","43"
"Persons with a disability","2022","Both Sexes","Noughaval, Westmeath","Number","78"
"Persons with a disability","2022","Both Sexes","Owel, Westmeath","Number","105"
"Persons with a disability","2022","Both Sexes","Piercetown, Westmeath","Number","23"
"Persons with a disability","2022","Both Sexes","Portloman, Westmeath","Number","69"
"Persons with a disability","2022","Both Sexes","Raharney, Westmeath","Number","121"
"Persons with a disability","2022","Both Sexes","Rahugh, Westmeath","Number","65"
"Persons with a disability","2022","Both Sexes","Rathconrath, Westmeath","Number","87"
"Persons with a disability","2022","Both Sexes","Rathowen, Westmeath","Number","110"
"Persons with a disability","2022","Both Sexes","Riverdale, Westmeath","Number","104"
"Persons with a disability","2022","Both Sexes","Rosmead, Westmeath","Number","77"
"Persons with a disability","2022","Both Sexes","Russellstown, Westmeath","Number","110"
"Persons with a disability","2022","Both Sexes","Skeagh, Westmeath","Number","63"
"Persons with a disability","2022","Both Sexes","Sonna, Westmeath","Number","78"
"Persons with a disability","2022","Both Sexes","Stonehall, Westmeath","Number","40"
"Persons with a disability","2022","Both Sexes","Streamstown, Westmeath","Number","104"
"Persons with a disability","2022","Both Sexes","Street, Westmeath","Number","72"
"Persons with a disability","2022","Both Sexes","Taghmon, Westmeath","Number","94"
"Persons with a disability","2022","Both Sexes","Templepatrick, Westmeath","Number","51"
"Persons with a disability","2022","Both Sexes","Tubbrit, Westmeath","Number","139"
"Persons with a disability","2022","Both Sexes","Tullaghan, Westmeath","Number","63"
"Persons with a disability","2022","Both Sexes","Umma, Westmeath","Number","66"
"Persons with a disability","2022","Both Sexes","Winetown, Westmeath","Number","31"
"Persons with a disability","2022","Both Sexes","Woodland, Westmeath","Number","56"
"Persons with a disability","2022","Both Sexes","Adamstown, Wexford","Number","132"
"Persons with a disability","2022","Both Sexes","Ardamine, Wexford","Number","1260"
"Persons with a disability","2022","Both Sexes","Ardcavan, Wexford","Number","708"
"Persons with a disability","2022","Both Sexes","Ardcolm, Wexford","Number","222"
"Persons with a disability","2022","Both Sexes","Artramon, Wexford","Number","175"
"Persons with a disability","2022","Both Sexes","Aughwilliam, Wexford","Number","131"
"Persons with a disability","2022","Both Sexes","Ballindaggan, Wexford","Number","180"
"Persons with a disability","2022","Both Sexes","Balloughter, Wexford","Number","126"
"Persons with a disability","2022","Both Sexes","Ballyanne, Wexford","Number","157"
"Persons with a disability","2022","Both Sexes","Ballybeg, Wexford","Number","122"
"Persons with a disability","2022","Both Sexes","Ballycanew, Wexford","Number","287"
"Persons with a disability","2022","Both Sexes","Ballycarney, Wexford","Number","86"
"Persons with a disability","2022","Both Sexes","Ballyellis, Wexford","Number","98"
"Persons with a disability","2022","Both Sexes","Ballygarrett, Wexford","Number","207"
"Persons with a disability","2022","Both Sexes","Ballyhack, Wexford","Number","340"
"Persons with a disability","2022","Both Sexes","Ballyhoge, Wexford","Number","301"
"Persons with a disability","2022","Both Sexes","Ballyhuskard, Wexford","Number","371"
"Persons with a disability","2022","Both Sexes","Ballylarkin, Wexford","Number","164"
"Persons with a disability","2022","Both Sexes","Ballymitty, Wexford","Number","120"
"Persons with a disability","2022","Both Sexes","Ballymore, Wexford","Number","119"
"Persons with a disability","2022","Both Sexes","Ballynestragh, Wexford","Number","257"
"Persons with a disability","2022","Both Sexes","Ballyvaldon, Wexford","Number","171"
"Persons with a disability","2022","Both Sexes","Bannow, Wexford","Number","334"
"Persons with a disability","2022","Both Sexes","Barrack Village, Wexford","Number","22"
"Persons with a disability","2022","Both Sexes","Barronstown, Wexford","Number","127"
"Persons with a disability","2022","Both Sexes","Bolaboy, Wexford","Number","276"
"Persons with a disability","2022","Both Sexes","Bree, Wexford","Number","310"
"Persons with a disability","2022","Both Sexes","Bridgetown, Wexford","Number","207"
"Persons with a disability","2022","Both Sexes","Cahore, Wexford","Number","112"
"Persons with a disability","2022","Both Sexes","Carnagh, Wexford","Number","109"
"Persons with a disability","2022","Both Sexes","Carrick, Wexford","Number","392"
"Persons with a disability","2022","Both Sexes","Carrickbyrne, Wexford","Number","127"
"Persons with a disability","2022","Both Sexes","Castle Ellis, Wexford","Number","248"
"Persons with a disability","2022","Both Sexes","Castle Talbot, Wexford","Number","231"
"Persons with a disability","2022","Both Sexes","Castleboro, Wexford","Number","204"
"Persons with a disability","2022","Both Sexes","Castledockrell, Wexford","Number","109"
"Persons with a disability","2022","Both Sexes","Clongeen, Wexford","Number","223"
"Persons with a disability","2022","Both Sexes","Clonleigh, Wexford","Number","86"
"Persons with a disability","2022","Both Sexes","Clonroche, Wexford","Number","294"
"Persons with a disability","2022","Both Sexes","Coolgreany, Wexford","Number","266"
"Persons with a disability","2022","Both Sexes","Courtown, Wexford","Number","723"
"Persons with a disability","2022","Both Sexes","Drinagh, Wexford","Number","287"
"Persons with a disability","2022","Both Sexes","Duncormick, Wexford","Number","130"
"Persons with a disability","2022","Both Sexes","Dunmain, Wexford","Number","74"
"Persons with a disability","2022","Both Sexes","Edermine, Wexford","Number","454"
"Persons with a disability","2022","Both Sexes","Enniscorthy Rural, Wexford","Number","2751"
"Persons with a disability","2022","Both Sexes","Enniscorthy Urban, Wexford","Number","855"
"Persons with a disability","2022","Both Sexes","Ferns, Wexford","Number","389"
"Persons with a disability","2022","Both Sexes","Fethard, Wexford","Number","214"
"Persons with a disability","2022","Both Sexes","Ford, Wexford","Number","183"
"Persons with a disability","2022","Both Sexes","Forth, Wexford","Number","240"
"Persons with a disability","2022","Both Sexes","Glynn, Wexford","Number","131"
"Persons with a disability","2022","Both Sexes","Gorey Rural, Wexford","Number","1981"
"Persons with a disability","2022","Both Sexes","Gorey Urban, Wexford","Number","1012"
"Persons with a disability","2022","Both Sexes","Harperstown, Wexford","Number","124"
"Persons with a disability","2022","Both Sexes","Harristown, Wexford","Number","149"
"Persons with a disability","2022","Both Sexes","Horetown, Wexford","Number","130"
"Persons with a disability","2022","Both Sexes","Huntingtown, Wexford","Number","73"
"Persons with a disability","2022","Both Sexes","Inch, Wexford","Number","147"
"Persons with a disability","2022","Both Sexes","Kilbora, Wexford","Number","76"
"Persons with a disability","2022","Both Sexes","Kilbride, Wexford","Number","58"
"Persons with a disability","2022","Both Sexes","Kilcomb, Wexford","Number","307"
"Persons with a disability","2022","Both Sexes","Kilcormick, Wexford","Number","165"
"Persons with a disability","2022","Both Sexes","Kilcowan, Wexford","Number","139"
"Persons with a disability","2022","Both Sexes","Kilgarvan, Wexford","Number","72"
"Persons with a disability","2022","Both Sexes","Kilgorman, Wexford","Number","162"
"Persons with a disability","2022","Both Sexes","Killag, Wexford","Number","100"
"Persons with a disability","2022","Both Sexes","Killann, Wexford","Number","183"
"Persons with a disability","2022","Both Sexes","Killenagh, Wexford","Number","171"
"Persons with a disability","2022","Both Sexes","Killesk, Wexford","Number","180"
"Persons with a disability","2022","Both Sexes","Killincooly, Wexford","Number","173"
"Persons with a disability","2022","Both Sexes","Killinick, Wexford","Number","242"
"Persons with a disability","2022","Both Sexes","Killoughrum, Wexford","Number","181"
"Persons with a disability","2022","Both Sexes","Killurin, Wexford","Number","146"
"Persons with a disability","2022","Both Sexes","Kilmallock, Wexford","Number","360"
"Persons with a disability","2022","Both Sexes","Kilmokea, Wexford","Number","255"
"Persons with a disability","2022","Both Sexes","Kilmore, Wexford","Number","584"
"Persons with a disability","2022","Both Sexes","Kilnahue, Wexford","Number","86"
"Persons with a disability","2022","Both Sexes","Kilpatrick, Wexford","Number","197"
"Persons with a disability","2022","Both Sexes","Kilrush, Wexford","Number","114"
"Persons with a disability","2022","Both Sexes","Kilscoran, Wexford","Number","283"
"Persons with a disability","2022","Both Sexes","Kiltealy, Wexford","Number","119"
"Persons with a disability","2022","Both Sexes","Lady's Island, Wexford","Number","156"
"Persons with a disability","2022","Both Sexes","Limerick, Wexford","Number","186"
"Persons with a disability","2022","Both Sexes","Marshalstown, Wexford","Number","216"
"Persons with a disability","2022","Both Sexes","Mayglass, Wexford","Number","100"
"Persons with a disability","2022","Both Sexes","Monamolin, Wexford","Number","254"
"Persons with a disability","2022","Both Sexes","Monaseed, Wexford","Number","149"
"Persons with a disability","2022","Both Sexes","Moyacomb, Wexford","Number","89"
"Persons with a disability","2022","Both Sexes","New Ross Rural, Wexford","Number","884"
"Persons with a disability","2022","Both Sexes","New Ross Urban, Wexford","Number","1167"
"Persons with a disability","2022","Both Sexes","Newbawn, Wexford","Number","122"
"Persons with a disability","2022","Both Sexes","Newcastle, Wexford","Number","124"
"Persons with a disability","2022","Both Sexes","Newtownbarry, Wexford","Number","572"
"Persons with a disability","2022","Both Sexes","Old Ross, Wexford","Number","86"
"Persons with a disability","2022","Both Sexes","Oldcourt, Wexford","Number","168"
"Persons with a disability","2022","Both Sexes","Rathaspick, Wexford","Number","446"
"Persons with a disability","2022","Both Sexes","Rathroe, Wexford","Number","212"
"Persons with a disability","2022","Both Sexes","Rochestown, Wexford","Number","44"
"Persons with a disability","2022","Both Sexes","Rosbercon Urban, Wexford","Number","185"
"Persons with a disability","2022","Both Sexes","Rossard, Wexford","Number","96"
"Persons with a disability","2022","Both Sexes","Rosslare, Wexford","Number","605"
"Persons with a disability","2022","Both Sexes","Rossminoge, Wexford","Number","143"
"Persons with a disability","2022","Both Sexes","St. Helen's, Wexford","Number","677"
"Persons with a disability","2022","Both Sexes","St. Mary's, Wexford","Number","149"
"Persons with a disability","2022","Both Sexes","Tacumshin, Wexford","Number","134"
"Persons with a disability","2022","Both Sexes","Taghmon, Wexford","Number","300"
"Persons with a disability","2022","Both Sexes","Templeludigan, Wexford","Number","83"
"Persons with a disability","2022","Both Sexes","Templetown, Wexford","Number","171"
"Persons with a disability","2022","Both Sexes","The Harrow, Wexford","Number","111"
"Persons with a disability","2022","Both Sexes","The Leap, Wexford","Number","242"
"Persons with a disability","2022","Both Sexes","Tinnacross, Wexford","Number","234"
"Persons with a disability","2022","Both Sexes","Tintern, Wexford","Number","425"
"Persons with a disability","2022","Both Sexes","Tombrack, Wexford","Number","187"
"Persons with a disability","2022","Both Sexes","Tomhaggard, Wexford","Number","125"
"Persons with a disability","2022","Both Sexes","Wells, Wexford","Number","191"
"Persons with a disability","2022","Both Sexes","Wexford No. 1 Urban, Wexford","Number","637"
"Persons with a disability","2022","Both Sexes","Wexford No. 2 Urban, Wexford","Number","1332"
"Persons with a disability","2022","Both Sexes","Wexford No. 3 Urban, Wexford","Number","381"
"Persons with a disability","2022","Both Sexes","Wexford Rural, Wexford","Number","3715"
"Persons with a disability","2022","Both Sexes","Whitechurch, Wexford, 247119","Number","103"
"Persons with a disability","2022","Both Sexes","Whitechurch, Wexford, 247120","Number","146"
"Persons with a disability","2022","Both Sexes","Whitemoor, Wexford","Number","123"
"Persons with a disability","2022","Both Sexes","Wingfield, Wexford","Number","226"
"Persons with a disability","2022","Both Sexes","Aghowle, Wicklow","Number","51"
"Persons with a disability","2022","Both Sexes","Altidore, Wicklow","Number","63"
"Persons with a disability","2022","Both Sexes","Arklow No. 1 Urban, Wicklow","Number","2715"
"Persons with a disability","2022","Both Sexes","Arklow No. 2 Urban, Wicklow","Number","755"
"Persons with a disability","2022","Both Sexes","Arklow Rural, Wicklow","Number","302"
"Persons with a disability","2022","Both Sexes","Aughrim, Wicklow","Number","472"
"Persons with a disability","2022","Both Sexes","Ballinaclash, Wicklow","Number","149"
"Persons with a disability","2022","Both Sexes","Ballinacor, Wicklow","Number","63"
"Persons with a disability","2022","Both Sexes","Ballinderry, Wicklow","Number","91"
"Persons with a disability","2022","Both Sexes","Ballingate, Wicklow","Number","98"
"Persons with a disability","2022","Both Sexes","Ballinglen, Wicklow","Number","38"
"Persons with a disability","2022","Both Sexes","Ballinguile, Wicklow","Number","36"
"Persons with a disability","2022","Both Sexes","Ballyarthur, Wicklow","Number","252"
"Persons with a disability","2022","Both Sexes","Ballybeg, Wicklow","Number","39"
"Persons with a disability","2022","Both Sexes","Ballycullen, Wicklow","Number","73"
"Persons with a disability","2022","Both Sexes","Baltinglass, Wicklow","Number","705"
"Persons with a disability","2022","Both Sexes","Blessington, Wicklow","Number","1022"
"Persons with a disability","2022","Both Sexes","Bray No. 1, Wicklow","Number","560"
"Persons with a disability","2022","Both Sexes","Bray No. 2, Wicklow","Number","1797"
"Persons with a disability","2022","Both Sexes","Bray No. 3, Wicklow","Number","1612"
"Persons with a disability","2022","Both Sexes","Brockagh, Wicklow","Number","150"
"Persons with a disability","2022","Both Sexes","Burgage, Wicklow","Number","410"
"Persons with a disability","2022","Both Sexes","Calary, Wicklow","Number","73"
"Persons with a disability","2022","Both Sexes","Carnew, Wicklow","Number","522"
"Persons with a disability","2022","Both Sexes","Coolattin, Wicklow","Number","73"
"Persons with a disability","2022","Both Sexes","Coolballintaggart, Wicklow","Number","117"
"Persons with a disability","2022","Both Sexes","Coolboy, Wicklow","Number","140"
"Persons with a disability","2022","Both Sexes","Cronebane, Wicklow","Number","126"
"Persons with a disability","2022","Both Sexes","Cronelea, Wicklow","Number","33"
"Persons with a disability","2022","Both Sexes","Delgany, Wicklow","Number","1500"
"Persons with a disability","2022","Both Sexes","Donaghmore, Wicklow","Number","82"
"Persons with a disability","2022","Both Sexes","Donard, Wicklow","Number","131"
"Persons with a disability","2022","Both Sexes","Dunganstown East, Wicklow","Number","240"
"Persons with a disability","2022","Both Sexes","Dunganstown South, Wicklow","Number","198"
"Persons with a disability","2022","Both Sexes","Dunganstown West, Wicklow","Number","95"
"Persons with a disability","2022","Both Sexes","Dunlavin, Wicklow","Number","387"
"Persons with a disability","2022","Both Sexes","Eadestown, Wicklow","Number","30"
"Persons with a disability","2022","Both Sexes","Ennereilly, Wicklow","Number","113"
"Persons with a disability","2022","Both Sexes","Enniskerry, Wicklow","Number","667"
"Persons with a disability","2022","Both Sexes","Glendalough, Wicklow","Number","50"
"Persons with a disability","2022","Both Sexes","Glenealy, Wicklow","Number","694"
"Persons with a disability","2022","Both Sexes","Greystones, Wicklow","Number","1876"
"Persons with a disability","2022","Both Sexes","Hartstown, Wicklow","Number","72"
"Persons with a disability","2022","Both Sexes","Hollywood, Wicklow","Number","146"
"Persons with a disability","2022","Both Sexes","Humewood, Wicklow","Number","72"
"Persons with a disability","2022","Both Sexes","Imael North, Wicklow","Number","48"
"Persons with a disability","2022","Both Sexes","Imael South, Wicklow","Number","56"
"Persons with a disability","2022","Both Sexes","Kilballyowen, Wicklow","Number","78"
"Persons with a disability","2022","Both Sexes","Kilbride, Wicklow, 257046","Number","243"
"Persons with a disability","2022","Both Sexes","Kilbride, Wicklow, 257047","Number","264"
"Persons with a disability","2022","Both Sexes","Kilcoole, Wicklow","Number","2389"
"Persons with a disability","2022","Both Sexes","Killinure, Wicklow","Number","79"
"Persons with a disability","2022","Both Sexes","Killiskey, Wicklow","Number","334"
"Persons with a disability","2022","Both Sexes","Kilmacanoge, Wicklow","Number","3360"
"Persons with a disability","2022","Both Sexes","Kilpipe, Wicklow","Number","100"
"Persons with a disability","2022","Both Sexes","Knockrath, Wicklow","Number","43"
"Persons with a disability","2022","Both Sexes","Lackan, Wicklow","Number","162"
"Persons with a disability","2022","Both Sexes","Lugglass, Wicklow","Number","42"
"Persons with a disability","2022","Both Sexes","Money, Wicklow","Number","25"
"Persons with a disability","2022","Both Sexes","Moneystown, Wicklow","Number","66"
"Persons with a disability","2022","Both Sexes","Newcastle Lower, Wicklow","Number","603"
"Persons with a disability","2022","Both Sexes","Newcastle Upper, Wicklow","Number","1027"
"Persons with a disability","2022","Both Sexes","Oldtown, Wicklow","Number","143"
"Persons with a disability","2022","Both Sexes","Ovoca, Wicklow","Number","185"
"Persons with a disability","2022","Both Sexes","Powerscourt, Wicklow","Number","155"
"Persons with a disability","2022","Both Sexes","Rath, Wicklow","Number","55"
"Persons with a disability","2022","Both Sexes","Rathdangan, Wicklow","Number","128"
"Persons with a disability","2022","Both Sexes","Rathdrum, Wicklow","Number","770"
"Persons with a disability","2022","Both Sexes","Rathmichael (Bray), Wicklow","Number","641"
"Persons with a disability","2022","Both Sexes","Rathsallagh, Wicklow","Number","70"
"Persons with a disability","2022","Both Sexes","Shillelagh, Wicklow","Number","148"
"Persons with a disability","2022","Both Sexes","Stratford, Wicklow","Number","90"
"Persons with a disability","2022","Both Sexes","Talbotstown, Wicklow","Number","98"
"Persons with a disability","2022","Both Sexes","The Grange, Wicklow","Number","95"
"Persons with a disability","2022","Both Sexes","Tinahely, Wicklow","Number","398"
"Persons with a disability","2022","Both Sexes","Tober, Wicklow","Number","84"
"Persons with a disability","2022","Both Sexes","Togher, Wicklow, 257073","Number","72"
"Persons with a disability","2022","Both Sexes","Togher, Wicklow, 257074","Number","292"
"Persons with a disability","2022","Both Sexes","Trooperstown, Wicklow","Number","64"
"Persons with a disability","2022","Both Sexes","Tuckmill, Wicklow","Number","59"
"Persons with a disability","2022","Both Sexes","Wicklow Rural, Wicklow","Number","2185"
"Persons with a disability","2022","Both Sexes","Wicklow Urban, Wicklow","Number","1943"
"Persons with a disability","2022","Both Sexes","Abbey, Clare","Number","130"
"Persons with a disability","2022","Both Sexes","Annagh, Clare","Number","110"
"Persons with a disability","2022","Both Sexes","Ayle, Clare","Number","54"
"Persons with a disability","2022","Both Sexes","Ballagh, Clare","Number","40"
"Persons with a disability","2022","Both Sexes","Ballyblood, Clare","Number","29"
"Persons with a disability","2022","Both Sexes","Ballycannan, Clare","Number","281"
"Persons with a disability","2022","Both Sexes","Ballyea, Clare","Number","158"
"Persons with a disability","2022","Both Sexes","Ballyeighter/Glenroe, Clare","Number","43"
"Persons with a disability","2022","Both Sexes","Ballyglass, Clare","Number","1424"
"Persons with a disability","2022","Both Sexes","Ballynacally, Clare","Number","48"
"Persons with a disability","2022","Both Sexes","Ballynahinch, Clare","Number","38"
"Persons with a disability","2022","Both Sexes","Ballysteen, Clare","Number","87"
"Persons with a disability","2022","Both Sexes","Ballyvaskin, Clare","Number","74"
"Persons with a disability","2022","Both Sexes","Boherglass, Clare","Number","39"
"Persons with a disability","2022","Both Sexes","Boston, Clare","Number","74"
"Persons with a disability","2022","Both Sexes","Caher, Clare","Number","49"
"Persons with a disability","2022","Both Sexes","Caherhurly, Clare","Number","40"
"Persons with a disability","2022","Both Sexes","Cahermurphy, Clare","Number","41"
"Persons with a disability","2022","Both Sexes","Cahermurphy/Corlea, Clare","Number","35"
"Persons with a disability","2022","Both Sexes","Cappaghabaun, Clare","Number","19"
"Persons with a disability","2022","Both Sexes","Cappavilla, Clare","Number","276"
"Persons with a disability","2022","Both Sexes","Carran, Clare","Number","44"
"Persons with a disability","2022","Both Sexes","Carrowbaun, Clare","Number","31"
"Persons with a disability","2022","Both Sexes","Castlecrine, Clare","Number","84"
"Persons with a disability","2022","Both Sexes","Castletown, Clare","Number","21"
"Persons with a disability","2022","Both Sexes","Clareabbey, Clare","Number","784"
"Persons with a disability","2022","Both Sexes","Clenagh, Clare","Number","2471"
"Persons with a disability","2022","Both Sexes","Cloghaun, Clare","Number","47"
"Persons with a disability","2022","Both Sexes","Cloghera, Clare","Number","108"
"Persons with a disability","2022","Both Sexes","Clondagad, Clare","Number","122"
"Persons with a disability","2022","Both Sexes","Cloonadrum, Clare","Number","102"
"Persons with a disability","2022","Both Sexes","Cloonanaha, Clare","Number","42"
"Persons with a disability","2022","Both Sexes","Clooncoorha, Clare","Number","80"
"Persons with a disability","2022","Both Sexes","Clooney, Clare, 037034","Number","60"
"Persons with a disability","2022","Both Sexes","Clooney, Clare, 037035","Number","84"
"Persons with a disability","2022","Both Sexes","Cloontra, Clare","Number","47"
"Persons with a disability","2022","Both Sexes","Cloonusker, Clare","Number","31"
"Persons with a disability","2022","Both Sexes","Coolmeen, Clare","Number","56"
"Persons with a disability","2022","Both Sexes","Coolreagh, Clare","Number","34"
"Persons with a disability","2022","Both Sexes","Cooraclare, Clare","Number","96"
"Persons with a disability","2022","Both Sexes","Corrofin, Clare","Number","318"
"Persons with a disability","2022","Both Sexes","Cratloe, Clare","Number","248"
"Persons with a disability","2022","Both Sexes","Creegh, Clare","Number","99"
"Persons with a disability","2022","Both Sexes","Crusheen, Clare","Number","220"
"Persons with a disability","2022","Both Sexes","Dangan, Clare","Number","52"
"Persons with a disability","2022","Both Sexes","Derreen, Clare","Number","30"
"Persons with a disability","2022","Both Sexes","Derrynagittagh, Clare","Number","29"
"Persons with a disability","2022","Both Sexes","Doonbeg, Clare","Number","159"
"Persons with a disability","2022","Both Sexes","Doora, Clare","Number","385"
"Persons with a disability","2022","Both Sexes","Drumcreehy, Clare","Number","133"
"Persons with a disability","2022","Both Sexes","Drumellihy, Clare","Number","104"
"Persons with a disability","2022","Both Sexes","Drumline, Clare","Number","170"
"Persons with a disability","2022","Both Sexes","Drummaan, Clare","Number","137"
"Persons with a disability","2022","Both Sexes","Dysert, Clare","Number","71"
"Persons with a disability","2022","Both Sexes","Einagh, Clare","Number","75"
"Persons with a disability","2022","Both Sexes","Ennis No. 1 Urban, Clare","Number","447"
"Persons with a disability","2022","Both Sexes","Ennis No. 2 Urban, Clare","Number","569"
"Persons with a disability","2022","Both Sexes","Ennis No. 3 Urban, Clare","Number","54"
"Persons with a disability","2022","Both Sexes","Ennis No. 4 Urban, Clare","Number","430"
"Persons with a disability","2022","Both Sexes","Ennis Rural, Clare","Number","4031"
"Persons with a disability","2022","Both Sexes","Ennistimon, Clare","Number","540"
"Persons with a disability","2022","Both Sexes","Fahymore, Clare","Number","80"
"Persons with a disability","2022","Both Sexes","Feakle, Clare","Number","39"
"Persons with a disability","2022","Both Sexes","Formoyle, Clare","Number","41"
"Persons with a disability","2022","Both Sexes","Furroor, Clare","Number","59"
"Persons with a disability","2022","Both Sexes","Glendree, Clare","Number","44"
"Persons with a disability","2022","Both Sexes","Gleninagh, Clare","Number","32"
"Persons with a disability","2022","Both Sexes","Glenmore, Clare","Number","77"
"Persons with a disability","2022","Both Sexes","Inishcaltra South/Inishcaltra North, Clare","Number","57"
"Persons with a disability","2022","Both Sexes","Kilballyowen, Clare","Number","80"
"Persons with a disability","2022","Both Sexes","Kilchreest, Clare","Number","96"
"Persons with a disability","2022","Both Sexes","Kilcloher, Clare","Number","123"
"Persons with a disability","2022","Both Sexes","Kilfearagh, Clare","Number","95"
"Persons with a disability","2022","Both Sexes","Kilfenora, Clare","Number","78"
"Persons with a disability","2022","Both Sexes","Kilfiddane, Clare","Number","80"
"Persons with a disability","2022","Both Sexes","Kilkee, Clare","Number","317"
"Persons with a disability","2022","Both Sexes","Kilkishen, Clare","Number","200"
"Persons with a disability","2022","Both Sexes","Killadysert, Clare","Number","209"
"Persons with a disability","2022","Both Sexes","Killaloe, Clare","Number","608"
"Persons with a disability","2022","Both Sexes","Killanena, Clare","Number","55"
"Persons with a disability","2022","Both Sexes","Killanniv, Clare","Number","156"
"Persons with a disability","2022","Both Sexes","Killard, Clare","Number","59"
"Persons with a disability","2022","Both Sexes","Killaspuglonane, Clare","Number","58"
"Persons with a disability","2022","Both Sexes","Killeely, Clare","Number","198"
"Persons with a disability","2022","Both Sexes","Killilagh, Clare","Number","155"
"Persons with a disability","2022","Both Sexes","Killimer, Clare","Number","104"
"Persons with a disability","2022","Both Sexes","Killinaboy, Clare","Number","84"
"Persons with a disability","2022","Both Sexes","Killofin, Clare","Number","79"
"Persons with a disability","2022","Both Sexes","Killokennedy, Clare","Number","34"
"Persons with a disability","2022","Both Sexes","Killone, Clare","Number","93"
"Persons with a disability","2022","Both Sexes","Killuran, Clare","Number","76"
"Persons with a disability","2022","Both Sexes","Kilmihil, Clare","Number","164"
"Persons with a disability","2022","Both Sexes","Kilmurry, Clare, 037094","Number","65"
"Persons with a disability","2022","Both Sexes","Kilmurry, Clare, 037095","Number","187"
"Persons with a disability","2022","Both Sexes","Kilnamona, Clare","Number","157"
"Persons with a disability","2022","Both Sexes","Kilraghtis, Clare","Number","85"
"Persons with a disability","2022","Both Sexes","Kilrush Rural, Clare","Number","176"
"Persons with a disability","2022","Both Sexes","Kilrush Urban, Clare","Number","826"
"Persons with a disability","2022","Both Sexes","Kilseily, Clare","Number","158"
"Persons with a disability","2022","Both Sexes","Kilshanny, Clare","Number","22"
"Persons with a disability","2022","Both Sexes","Kiltannon, Clare","Number","38"
"Persons with a disability","2022","Both Sexes","Kiltenanlea, Clare","Number","413"
"Persons with a disability","2022","Both Sexes","Kiltoraght, Clare","Number","46"
"Persons with a disability","2022","Both Sexes","Kinturk, Clare","Number","62"
"Persons with a disability","2022","Both Sexes","Knock, Clare","Number","36"
