"Statistic Label","Census Year","Sex","CSO Electoral Divisions 2022","UNIT","VALUE"
"Persons with a disability","2022","Males","Ballycastle, Mayo","Number","63"
"Persons with a disability","2022","Males","Ballycroy North, Mayo","Number","33"
"Persons with a disability","2022","Males","Ballycroy South, Mayo","Number","31"
"Persons with a disability","2022","Males","Ballyhaunis, Mayo","Number","348"
"Persons with a disability","2022","Males","Ballyhean, Mayo","Number","64"
"Persons with a disability","2022","Males","Ballyhowly, Mayo","Number","53"
"Persons with a disability","2022","Males","Ballynagoraher, Mayo","Number","35"
"Persons with a disability","2022","Males","Baile Óbha, Maigh Eo","Number","18"
"Persons with a disability","2022","Males","Ballysakeery, Mayo","Number","71"
"Persons with a disability","2022","Males","Bangor, Mayo","Number","56"
"Persons with a disability","2022","Males","Barr Rúscaí, Maigh Eo","Number","18"
"Persons with a disability","2022","Males","Bekan, Mayo","Number","80"
"Persons with a disability","2022","Males","Béal Deirg Mór, Maigh Eo","Number","21"
"Persons with a disability","2022","Males","Bellavary, Mayo","Number","132"
"Persons with a disability","2022","Males","Béal an Mhuirthead, Maigh Eo","Number","259"
"Persons with a disability","2022","Males","Bohola, Mayo","Number","30"
"Persons with a disability","2022","Males","Brackloon, Mayo","Number","58"
"Persons with a disability","2022","Males","Breaghwy, Mayo","Number","153"
"Persons with a disability","2022","Males","Burren, Mayo","Number","15"
"Persons with a disability","2022","Males","Burriscarra, Mayo","Number","35"
"Persons with a disability","2022","Males","Callow, Mayo","Number","52"
"Persons with a disability","2022","Males","An Cheapaigh Dhuibh, Maigh Eo","Number","48"
"Persons with a disability","2022","Males","Caraun, Mayo","Number","33"
"Persons with a disability","2022","Males","Carrowmore, Mayo","Number","87"
"Persons with a disability","2022","Males","Castlebar Rural, Mayo","Number","656"
"Persons with a disability","2022","Males","Castlebar Urban, Mayo","Number","780"
"Persons with a disability","2022","Males","Clare Island, Mayo","Number","22"
"Persons with a disability","2022","Males","Claremorris, Mayo","Number","408"
"Persons with a disability","2022","Males","Clogher, Mayo, 157052","Number","59"
"Persons with a disability","2022","Males","Clogher, Mayo, 157053","Number","78"
"Persons with a disability","2022","Males","Cloghermore, Mayo","Number","15"
"Persons with a disability","2022","Males","Cloonkeen, Mayo","Number","75"
"Persons with a disability","2022","Males","Cloonmore, Mayo","Number","59"
"Persons with a disability","2022","Males","Cong, Mayo","Number","94"
"Persons with a disability","2022","Males","Coolnaha, Mayo","Number","55"
"Persons with a disability","2022","Males","Coonard, Mayo","Number","26"
"Persons with a disability","2022","Males","Corraun, Mayo","Number","96"
"Persons with a disability","2022","Males","Course, Mayo","Number","58"
"Persons with a disability","2022","Males","Croaghmoyle, Mayo","Number","20"
"Persons with a disability","2022","Males","Croaghpatrick, Mayo","Number","61"
"Persons with a disability","2022","Males","Crossboyne, Mayo","Number","43"
"Persons with a disability","2022","Males","Crossmolina North, Mayo","Number","125"
"Persons with a disability","2022","Males","Crossmolina South, Mayo","Number","96"
"Persons with a disability","2022","Males","Cuildoo, Mayo","Number","51"
"Persons with a disability","2022","Males","Culnacleha, Mayo","Number","56"
"Persons with a disability","2022","Males","Dalgan, Mayo","Number","120"
"Persons with a disability","2022","Males","Deel, Mayo","Number","46"
"Persons with a disability","2022","Males","Derry, Mayo","Number","25"
"Persons with a disability","2022","Males","Derryloughan, Mayo","Number","69"
"Persons with a disability","2022","Males","Doocastle, Mayo","Number","41"
"Persons with a disability","2022","Males","Dumha Éige, Maigh Eo","Number","82"
"Persons with a disability","2022","Males","Drummin, Mayo","Number","32"
"Persons with a disability","2022","Males","Emlagh, Mayo","Number","29"
"Persons with a disability","2022","Males","Erriff, Mayo","Number","14"
"Persons with a disability","2022","Males","Fortland, Mayo","Number","61"
"Persons with a disability","2022","Males","Garrymore, Mayo","Number","49"
"Persons with a disability","2022","Males","Gleann na Muaidhe, Maigh Eo","Number","28"
"Persons with a disability","2022","Males","Gleann Chaisil, Maigh Eo","Number","54"
"Persons with a disability","2022","Males","Glenhest, Mayo","Number","29"
"Persons with a disability","2022","Males","Guala Mhór, Maigh Eo","Number","13"
"Persons with a disability","2022","Males","Hollymount, Mayo","Number","79"
"Persons with a disability","2022","Males","Houndswood, Mayo","Number","77"
"Persons with a disability","2022","Males","Islandeady, Mayo","Number","112"
"Persons with a disability","2022","Males","Kilbeagh, Mayo","Number","129"
"Persons with a disability","2022","Males","Kilcolman, Mayo","Number","36"
"Persons with a disability","2022","Males","Kilcommon, Mayo","Number","72"
"Persons with a disability","2022","Males","Kilfian East, Mayo","Number","23"
"Persons with a disability","2022","Males","Kilfian South, Mayo","Number","24"
"Persons with a disability","2022","Males","Kilfian West, Mayo","Number","20"
"Persons with a disability","2022","Males","Kilgarvan, Mayo","Number","88"
"Persons with a disability","2022","Males","Kilgeever, Mayo","Number","10"
"Persons with a disability","2022","Males","Kilkelly, Mayo","Number","96"
"Persons with a disability","2022","Males","Killala, Mayo","Number","149"
"Persons with a disability","2022","Males","Killavally, Mayo","Number","47"
"Persons with a disability","2022","Males","Killedan, Mayo","Number","77"
"Persons with a disability","2022","Males","Kilmaclasser, Mayo","Number","63"
"Persons with a disability","2022","Males","Kilmaine, Mayo","Number","116"
"Persons with a disability","2022","Males","Kilmeena, Mayo","Number","136"
"Persons with a disability","2022","Males","Kilmovee, Mayo","Number","74"
"Persons with a disability","2022","Males","Kilsallagh, Mayo","Number","72"
"Persons with a disability","2022","Males","Kiltamagh, Mayo","Number","180"
"Persons with a disability","2022","Males","Kilvine, Mayo","Number","71"
"Persons with a disability","2022","Males","Knappagh, Mayo","Number","72"
"Persons with a disability","2022","Males","Knock North, Mayo","Number","116"
"Persons with a disability","2022","Males","Knock South, Mayo","Number","106"
"Persons with a disability","2022","Males","Cnoc an Daimh, Maigh Eo","Number","45"
"Persons with a disability","2022","Males","Cnoc na Lobhar, Maigh Eo","Number","102"
"Persons with a disability","2022","Males","Lackan North, Mayo","Number","30"
"Persons with a disability","2022","Males","Lackan South, Mayo","Number","50"
"Persons with a disability","2022","Males","Letterbrick, Mayo","Number","15"
"Persons with a disability","2022","Males","Loughanboy, Mayo","Number","50"
"Persons with a disability","2022","Males","Louisburgh, Mayo","Number","120"
"Persons with a disability","2022","Males","Manulla, Mayo","Number","96"
"Persons with a disability","2022","Males","Mayo, Mayo","Number","54"
"Persons with a disability","2022","Males","Meelick, Mayo","Number","54"
"Persons with a disability","2022","Males","Mount Falcon, Mayo","Number","132"
"Persons with a disability","2022","Males","Moing na Bó, Maigh Eo","Number","30"
"Persons with a disability","2022","Males","Na Monga, Maigh Eo","Number","33"
"Persons with a disability","2022","Males","Murneen, Mayo","Number","47"
"Persons with a disability","2022","Males","Neale, Mayo","Number","78"
"Persons with a disability","2022","Males","Newbrook, Mayo","Number","46"
"Persons with a disability","2022","Males","Newport East, Mayo","Number","131"
"Persons with a disability","2022","Males","Newport West, Mayo","Number","98"
"Persons with a disability","2022","Males","Abhainn Bhrain, Maigh Eo","Number","31"
"Persons with a disability","2022","Males","Owennadornaun/Bundorragha, Mayo","Number","13"
"Persons with a disability","2022","Males","Pontoon, Mayo","Number","48"
"Persons with a disability","2022","Males","Partraí, Maigh Eo","Number","68"
"Persons with a disability","2022","Males","Cnoc na Ráithe, Maigh Eo","Number","94"
"Persons with a disability","2022","Males","Rathoma, Mayo","Number","26"
"Persons with a disability","2022","Males","Roslee, Mayo","Number","33"
"Persons with a disability","2022","Males","Sallymount, Mayo","Number","43"
"Persons with a disability","2022","Males","Sheskin/Bunaveela/Glenco, Mayo","Number","20"
"Persons with a disability","2022","Males","Shrule, Mayo","Number","100"
"Persons with a disability","2022","Males","Slievemahanagh, Mayo","Number","45"
"Persons with a disability","2022","Males","Slievemore, Mayo","Number","134"
"Persons with a disability","2022","Males","Sonnagh, Mayo","Number","156"
"Persons with a disability","2022","Males","Sraheen, Mayo","Number","130"
"Persons with a disability","2022","Males","Srahmore, Mayo","Number","20"
"Persons with a disability","2022","Males","Strade, Mayo","Number","76"
"Persons with a disability","2022","Males","Swineford, Mayo","Number","304"
"Persons with a disability","2022","Males","Tagheen, Mayo","Number","18"
"Persons with a disability","2022","Males","Tamhnaigh na Graí, Maigh Eo","Number","31"
"Persons with a disability","2022","Males","Toocananagh, Mayo","Number","48"
"Persons with a disability","2022","Males","Toomore, Mayo","Number","202"
"Persons with a disability","2022","Males","Tumgesh, Mayo","Number","35"
"Persons with a disability","2022","Males","Turlough, Mayo","Number","138"
"Persons with a disability","2022","Males","Urlaur, Mayo","Number","66"
"Persons with a disability","2022","Males","Westport Rural, Mayo","Number","163"
"Persons with a disability","2022","Males","Westport Urban, Mayo","Number","633"
"Persons with a disability","2022","Males","Aghafin, Roscommon","Number","18"
"Persons with a disability","2022","Males","Annaghmore, Roscommon","Number","43"
"Persons with a disability","2022","Males","Artagh North, Roscommon","Number","107"
"Persons with a disability","2022","Males","Artagh South, Roscommon","Number","72"
"Persons with a disability","2022","Males","Athleague East, Roscommon","Number","41"
"Persons with a disability","2022","Males","Athleague West, Roscommon","Number","75"
"Persons with a disability","2022","Males","Athlone West Rural, Roscommon","Number","465"
"Persons with a disability","2022","Males","Aughrim East, Roscommon","Number","27"
"Persons with a disability","2022","Males","Aughrim West, Roscommon","Number","16"
"Persons with a disability","2022","Males","Ballaghaderreen, Roscommon","Number","384"
"Persons with a disability","2022","Males","Ballinlough, Roscommon","Number","126"
"Persons with a disability","2022","Males","Ballintober, Roscommon","Number","69"
"Persons with a disability","2022","Males","Ballydangan, Roscommon","Number","71"
"Persons with a disability","2022","Males","Ballyfarnan, Roscommon","Number","38"
"Persons with a disability","2022","Males","Ballyformoyle, Roscommon","Number","21"
"Persons with a disability","2022","Males","Ballygarden, Roscommon","Number","33"
"Persons with a disability","2022","Males","Ballynamona, Roscommon","Number","52"
"Persons with a disability","2022","Males","Baslick, Roscommon","Number","18"
"Persons with a disability","2022","Males","Bellanagare, Roscommon","Number","83"
"Persons with a disability","2022","Males","Boyle Rural, Roscommon","Number","207"
"Persons with a disability","2022","Males","Boyle Urban, Roscommon","Number","233"
"Persons with a disability","2022","Males","Breedoge, Roscommon","Number","30"
"Persons with a disability","2022","Males","Buckill, Roscommon","Number","33"
"Persons with a disability","2022","Males","Bumlin, Roscommon","Number","69"
"Persons with a disability","2022","Males","Caltragh, Roscommon","Number","18"
"Persons with a disability","2022","Males","Cams, Roscommon","Number","56"
"Persons with a disability","2022","Males","Carnagh, Roscommon","Number","84"
"Persons with a disability","2022","Males","Carrowduff, Roscommon","Number","28"
"Persons with a disability","2022","Males","Carrowreagh, Roscommon","Number","40"
"Persons with a disability","2022","Males","Castleplunket, Roscommon","Number","67"
"Persons with a disability","2022","Males","Castlereagh, Roscommon","Number","423"
"Persons with a disability","2022","Males","Castlesampson, Roscommon","Number","37"
"Persons with a disability","2022","Males","Castleteheen, Roscommon","Number","40"
"Persons with a disability","2022","Males","Cloonburren, Roscommon","Number","20"
"Persons with a disability","2022","Males","Cloonfinlough, Roscommon","Number","23"
"Persons with a disability","2022","Males","Cloonfower, Roscommon","Number","48"
"Persons with a disability","2022","Males","Cloonown, Roscommon","Number","22"
"Persons with a disability","2022","Males","Cloonteen, Roscommon","Number","35"
"Persons with a disability","2022","Males","Cloontuskert, Roscommon","Number","152"
"Persons with a disability","2022","Males","Cloonygormican, Roscommon","Number","44"
"Persons with a disability","2022","Males","Cloonyquin, Roscommon","Number","34"
"Persons with a disability","2022","Males","Coolougher, Roscommon","Number","52"
"Persons with a disability","2022","Males","Crannagh, Roscommon","Number","117"
"Persons with a disability","2022","Males","Creagh, Roscommon","Number","119"
"Persons with a disability","2022","Males","Creeve, Roscommon, 197046","Number","16"
"Persons with a disability","2022","Males","Creeve, Roscommon, 197047","Number","21"
"Persons with a disability","2022","Males","Cregga, Roscommon","Number","20"
"Persons with a disability","2022","Males","Croghan, Roscommon","Number","34"
"Persons with a disability","2022","Males","Crossna, Roscommon","Number","26"
"Persons with a disability","2022","Males","Culliagh, Roscommon","Number","20"
"Persons with a disability","2022","Males","Danesfort, Roscommon","Number","99"
"Persons with a disability","2022","Males","Drumdaff, Roscommon","Number","42"
"Persons with a disability","2022","Males","Drumlosh, Roscommon","Number","23"
"Persons with a disability","2022","Males","Dunamon, Roscommon","Number","39"
"Persons with a disability","2022","Males","Dysart, Roscommon","Number","17"
"Persons with a disability","2022","Males","Edmondstown, Roscommon","Number","57"
"Persons with a disability","2022","Males","Elia, Roscommon","Number","14"
"Persons with a disability","2022","Males","Elphin, Roscommon","Number","100"
"Persons with a disability","2022","Males","Estersnow, Roscommon","Number","13"
"Persons with a disability","2022","Males","Fairymount, Roscommon","Number","35"
"Persons with a disability","2022","Males","Frenchpark, Roscommon","Number","142"
"Persons with a disability","2022","Males","Fuerty, Roscommon","Number","82"
"Persons with a disability","2022","Males","Keadew, Roscommon","Number","72"
"Persons with a disability","2022","Males","Kilbride North, Roscommon","Number","41"
"Persons with a disability","2022","Males","Kilbride South, Roscommon","Number","34"
"Persons with a disability","2022","Males","Kilbryan, Roscommon","Number","41"
"Persons with a disability","2022","Males","Kilcar, Roscommon","Number","36"
"Persons with a disability","2022","Males","Kilgefin, Roscommon","Number","44"
"Persons with a disability","2022","Males","Kilglass North, Roscommon","Number","79"
"Persons with a disability","2022","Males","Kilglass South, Roscommon","Number","44"
"Persons with a disability","2022","Males","Killavackan, Roscommon","Number","20"
"Persons with a disability","2022","Males","Killukin, Roscommon, 197074","Number","26"
"Persons with a disability","2022","Males","Killukin, Roscommon, 197075","Number","27"
"Persons with a disability","2022","Males","Killummod, Roscommon","Number","13"
"Persons with a disability","2022","Males","Kilmacumsy/Kilcolagh, Roscommon","Number","55"
"Persons with a disability","2022","Males","Kilmore, Roscommon","Number","23"
"Persons with a disability","2022","Males","Kilteevan, Roscommon","Number","56"
"Persons with a disability","2022","Males","Kiltoom, Roscommon","Number","145"
"Persons with a disability","2022","Males","Kiltullagh, Roscommon","Number","154"
"Persons with a disability","2022","Males","Lackan, Roscommon","Number","42"
"Persons with a disability","2022","Males","Lecarrow, Roscommon","Number","38"
"Persons with a disability","2022","Males","Lisgarve/Mantua, Roscommon","Number","30"
"Persons with a disability","2022","Males","Lismaha, Roscommon","Number","41"
"Persons with a disability","2022","Males","Lissonuffy, Roscommon","Number","15"
"Persons with a disability","2022","Males","Lough Allen/Altagowlan, Roscommon","Number","47"
"Persons with a disability","2022","Males","Loughglinn, Roscommon","Number","92"
"Persons with a disability","2022","Males","Moore, Roscommon","Number","44"
"Persons with a disability","2022","Males","Mote, Roscommon","Number","94"
"Persons with a disability","2022","Males","Oakport, Roscommon","Number","47"
"Persons with a disability","2022","Males","Ogulla, Roscommon","Number","42"
"Persons with a disability","2022","Males","Rockhill, Roscommon","Number","38"
"Persons with a disability","2022","Males","Rockingham, Roscommon","Number","43"
"Persons with a disability","2022","Males","Roosky, Roscommon","Number","110"
"Persons with a disability","2022","Males","Roscommon Rural, Roscommon","Number","619"
"Persons with a disability","2022","Males","Roscommon Urban, Roscommon","Number","224"
"Persons with a disability","2022","Males","Rosmoylan, Roscommon","Number","22"
"Persons with a disability","2022","Males","Rossmore, Roscommon","Number","19"
"Persons with a disability","2022","Males","Rushfield, Roscommon","Number","40"
"Persons with a disability","2022","Males","Scregg, Roscommon","Number","48"
"Persons with a disability","2022","Males","Strokestown, Roscommon","Number","175"
"Persons with a disability","2022","Males","Taghboy, Roscommon","Number","59"
"Persons with a disability","2022","Males","Taghmaconnell, Roscommon","Number","31"
"Persons with a disability","2022","Males","Termonbarry, Roscommon","Number","102"
"Persons with a disability","2022","Males","Thomastown, Roscommon","Number","69"
"Persons with a disability","2022","Males","Tivannagh, Roscommon","Number","27"
"Persons with a disability","2022","Males","Tulsk, Roscommon","Number","41"
"Persons with a disability","2022","Males","Tumna North, Roscommon","Number","18"
"Persons with a disability","2022","Males","Tumna South, Roscommon","Number","17"
"Persons with a disability","2022","Males","Turrock, Roscommon","Number","33"
"Persons with a disability","2022","Males","Achonry East, Sligo","Number","60"
"Persons with a disability","2022","Males","Achonry West, Sligo","Number","78"
"Persons with a disability","2022","Males","Aclare, Sligo","Number","27"
"Persons with a disability","2022","Males","Aghanagh, Sligo","Number","36"
"Persons with a disability","2022","Males","Annagh, Sligo","Number","27"
"Persons with a disability","2022","Males","Aughris, Sligo","Number","15"
"Persons with a disability","2022","Males","Ballintogher East, Sligo","Number","63"
"Persons with a disability","2022","Males","Ballintogher West, Sligo","Number","59"
"Persons with a disability","2022","Males","Ballymote, Sligo","Number","236"
"Persons with a disability","2022","Males","Ballynakill, Sligo","Number","41"
"Persons with a disability","2022","Males","Ballynashee, Sligo","Number","47"
"Persons with a disability","2022","Males","Ballysadare East, Sligo","Number","128"
"Persons with a disability","2022","Males","Ballysadare West, Sligo","Number","32"
"Persons with a disability","2022","Males","Banada, Sligo","Number","62"
"Persons with a disability","2022","Males","Branchfield/Carrownaskeagh, Sligo","Number","15"
"Persons with a disability","2022","Males","Breencorragh, Sligo","Number","14"
"Persons with a disability","2022","Males","Bricklieve, Sligo","Number","21"
"Persons with a disability","2022","Males","Buncrowey, Sligo","Number","42"
"Persons with a disability","2022","Males","Calry, Sligo","Number","178"
"Persons with a disability","2022","Males","Carney, Sligo","Number","77"
"Persons with a disability","2022","Males","Carrickbanagher, Sligo","Number","72"
"Persons with a disability","2022","Males","Cartron, Sligo","Number","17"
"Persons with a disability","2022","Males","Castleconor East, Sligo","Number","24"
"Persons with a disability","2022","Males","Castleconor West, Sligo","Number","103"
"Persons with a disability","2022","Males","Cliffony North, Sligo","Number","119"
"Persons with a disability","2022","Males","Cliffony South, Sligo","Number","52"
"Persons with a disability","2022","Males","Cloonacool, Sligo","Number","32"
"Persons with a disability","2022","Males","Cloonoghill, Sligo","Number","32"
"Persons with a disability","2022","Males","Collooney, Sligo","Number","299"
"Persons with a disability","2022","Males","Coolaney, Sligo","Number","161"
"Persons with a disability","2022","Males","Coolavin, Sligo","Number","60"
"Persons with a disability","2022","Males","Cuilmore, Sligo","Number","65"
"Persons with a disability","2022","Males","Dromard East, Sligo","Number","16"
"Persons with a disability","2022","Males","Dromard West, Sligo","Number","23"
"Persons with a disability","2022","Males","Dromore, Sligo","Number","61"
"Persons with a disability","2022","Males","Drumcliff East, Sligo","Number","85"
"Persons with a disability","2022","Males","Drumcliff West, Sligo","Number","185"
"Persons with a disability","2022","Males","Drumcolumb, Sligo","Number","32"
"Persons with a disability","2022","Males","Drumfin, Sligo","Number","34"
"Persons with a disability","2022","Males","Drumrat, Sligo","Number","59"
"Persons with a disability","2022","Males","Easky East, Sligo","Number","73"
"Persons with a disability","2022","Males","Easky West, Sligo","Number","67"
"Persons with a disability","2022","Males","Glencar, Sligo","Number","21"
"Persons with a disability","2022","Males","Glendarragh, Sligo","Number","25"
"Persons with a disability","2022","Males","Kilfree, Sligo","Number","53"
"Persons with a disability","2022","Males","Kilglass, Sligo","Number","208"
"Persons with a disability","2022","Males","Killadoon, Sligo","Number","35"
"Persons with a disability","2022","Males","Killaraght, Sligo","Number","47"
"Persons with a disability","2022","Males","Kilmacowen, Sligo","Number","206"
"Persons with a disability","2022","Males","Kilmacteige, Sligo","Number","22"
"Persons with a disability","2022","Males","Kilmactranny, Sligo","Number","36"
"Persons with a disability","2022","Males","Kilshalvy, Sligo","Number","40"
"Persons with a disability","2022","Males","Kilturra, Sligo","Number","24"
"Persons with a disability","2022","Males","Knockaree, Sligo","Number","415"
"Persons with a disability","2022","Males","Lakeview, Sligo","Number","51"
"Persons with a disability","2022","Males","Leitrim, Sligo","Number","42"
"Persons with a disability","2022","Males","Lisconny, Sligo","Number","38"
"Persons with a disability","2022","Males","Lissadill East, Sligo","Number","82"
"Persons with a disability","2022","Males","Lissadill North, Sligo","Number","129"
"Persons with a disability","2022","Males","Lissadill West, Sligo","Number","68"
"Persons with a disability","2022","Males","Loughil, Sligo","Number","10"
"Persons with a disability","2022","Males","Owenmore, Sligo","Number","13"
"Persons with a disability","2022","Males","Rathmacurkey, Sligo","Number","62"
"Persons with a disability","2022","Males","Riverstown, Sligo","Number","87"
"Persons with a disability","2022","Males","Rossinver East, Sligo","Number","18"
"Persons with a disability","2022","Males","Rossinver West, Sligo","Number","17"
"Persons with a disability","2022","Males","Shancough, Sligo","Number","19"
"Persons with a disability","2022","Males","Skreen, Sligo","Number","18"
"Persons with a disability","2022","Males","Sligo East, Sligo","Number","625"
"Persons with a disability","2022","Males","Sligo North, Sligo","Number","845"
"Persons with a disability","2022","Males","Sligo West, Sligo","Number","908"
"Persons with a disability","2022","Males","Streamstown, Sligo","Number","21"
"Persons with a disability","2022","Males","Temple, Sligo","Number","44"
"Persons with a disability","2022","Males","Templeboy North, Sligo","Number","27"
"Persons with a disability","2022","Males","Templeboy South/Mullagheruse, Sligo","Number","19"
"Persons with a disability","2022","Males","Templevanny, Sligo","Number","32"
"Persons with a disability","2022","Males","Tobercurry, Sligo","Number","365"
"Persons with a disability","2022","Males","Toberpatrick East, Sligo","Number","26"
"Persons with a disability","2022","Males","Toberpatrick West, Sligo","Number","29"
"Persons with a disability","2022","Males","Toomour, Sligo","Number","28"
"Persons with a disability","2022","Males","Ardue, Cavan","Number","83"
"Persons with a disability","2022","Males","Arvagh, Cavan","Number","94"
"Persons with a disability","2022","Males","Ashfield, Cavan","Number","38"
"Persons with a disability","2022","Males","Bailieborough, Cavan","Number","401"
"Persons with a disability","2022","Males","Ballintemple, Cavan","Number","41"
"Persons with a disability","2022","Males","Ballyconnell, Cavan","Number","190"
"Persons with a disability","2022","Males","Ballyhaise, Cavan","Number","114"
"Persons with a disability","2022","Males","Ballyjamesduff, Cavan","Number","352"
"Persons with a disability","2022","Males","Ballymachugh, Cavan","Number","77"
"Persons with a disability","2022","Males","Ballymagauran, Cavan","Number","22"
"Persons with a disability","2022","Males","Bawnboy, Cavan","Number","84"
"Persons with a disability","2022","Males","Bellananagh, Cavan","Number","143"
"Persons with a disability","2022","Males","Belturbet, Cavan","Number","231"
"Persons with a disability","2022","Males","Bilberry, Cavan","Number","24"
"Persons with a disability","2022","Males","Bruce Hall, Cavan","Number","19"
"Persons with a disability","2022","Males","Butler's Bridge, Cavan","Number","47"
"Persons with a disability","2022","Males","Canningstown, Cavan","Number","49"
"Persons with a disability","2022","Males","Carn, Cavan","Number","17"
"Persons with a disability","2022","Males","Carnagarve, Cavan","Number","64"
"Persons with a disability","2022","Males","Carrafin, Cavan","Number","50"
"Persons with a disability","2022","Males","Castlerahan, Cavan","Number","88"
"Persons with a disability","2022","Males","Castlesaunderson, Cavan","Number","37"
"Persons with a disability","2022","Males","Cavan Rural, Cavan","Number","752"
"Persons with a disability","2022","Males","Cavan Urban, Cavan","Number","476"
"Persons with a disability","2022","Males","Clonervy, Cavan","Number","85"
"Persons with a disability","2022","Males","Cootehill Rural, Cavan","Number","116"
"Persons with a disability","2022","Males","Cootehill Urban, Cavan","Number","221"
"Persons with a disability","2022","Males","Corr, Cavan","Number","31"
"Persons with a disability","2022","Males","Corraneary, Cavan","Number","42"
"Persons with a disability","2022","Males","Crossbane, Cavan","Number","65"
"Persons with a disability","2022","Males","Crossdoney, Cavan","Number","55"
"Persons with a disability","2022","Males","Crosskeys, Cavan","Number","70"
"Persons with a disability","2022","Males","Cuttragh, Cavan","Number","37"
"Persons with a disability","2022","Males","Denn, Cavan","Number","77"
"Persons with a disability","2022","Males","Derrin, Cavan","Number","69"
"Persons with a disability","2022","Males","Derrylahan, Cavan","Number","17"
"Persons with a disability","2022","Males","Diamond, Cavan","Number","15"
"Persons with a disability","2022","Males","Doogary, Cavan","Number","26"
"Persons with a disability","2022","Males","Dowra, Cavan","Number","16"
"Persons with a disability","2022","Males","Drumanespick, Cavan","Number","41"
"Persons with a disability","2022","Males","Drumcarban, Cavan","Number","55"
"Persons with a disability","2022","Males","Drumcarn, Cavan","Number","57"
"Persons with a disability","2022","Males","Drumlumman, Cavan","Number","63"
"Persons with a disability","2022","Males","Drung, Cavan","Number","45"
"Persons with a disability","2022","Males","Dunmakeever/Benbrack/Derrynananta, Cavan","Number","23"
"Persons with a disability","2022","Males","Enniskeen, Cavan","Number","39"
"Persons with a disability","2022","Males","Eskey, Cavan","Number","52"
"Persons with a disability","2022","Males","Graddum, Cavan","Number","65"
"Persons with a disability","2022","Males","Grilly, Cavan","Number","57"
"Persons with a disability","2022","Males","Kilbride, Cavan","Number","103"
"Persons with a disability","2022","Males","Kilcogy, Cavan","Number","42"
"Persons with a disability","2022","Males","Kilconny, Cavan","Number","69"
"Persons with a disability","2022","Males","Kilgolagh, Cavan","Number","25"
"Persons with a disability","2022","Males","Kill, Cavan","Number","41"
"Persons with a disability","2022","Males","Killashandra, Cavan","Number","123"
"Persons with a disability","2022","Males","Killinagh/Teebane, Cavan","Number","12"
"Persons with a disability","2022","Males","Killinkere, Cavan","Number","48"
"Persons with a disability","2022","Males","Killykeen, Cavan","Number","55"
"Persons with a disability","2022","Males","Kilnaleck, Cavan","Number","114"
"Persons with a disability","2022","Males","Kinawley, Cavan","Number","9"
"Persons with a disability","2022","Males","Kingscourt, Cavan","Number","277"
"Persons with a disability","2022","Males","Knappagh, Cavan","Number","42"
"Persons with a disability","2022","Males","Larah North, Cavan","Number","48"
"Persons with a disability","2022","Males","Larah South, Cavan","Number","41"
"Persons with a disability","2022","Males","Lisagoan, Cavan","Number","34"
"Persons with a disability","2022","Males","Lissanover, Cavan","Number","31"
"Persons with a disability","2022","Males","Loughdawan, Cavan","Number","30"
"Persons with a disability","2022","Males","Lurgan, Cavan","Number","76"
"Persons with a disability","2022","Males","Milltown, Cavan","Number","46"
"Persons with a disability","2022","Males","Moynehall, Cavan","Number","182"
"Persons with a disability","2022","Males","Mullagh, Cavan","Number","252"
"Persons with a disability","2022","Males","Munterconnaught, Cavan","Number","126"
"Persons with a disability","2022","Males","Pedara Vohers/Tircahan, Cavan","Number","27"
"Persons with a disability","2022","Males","Rakenny, Cavan","Number","34"
"Persons with a disability","2022","Males","Redhill, Cavan","Number","35"
"Persons with a disability","2022","Males","Scrabby, Cavan","Number","67"
"Persons with a disability","2022","Males","Shercock, Cavan","Number","107"
"Persons with a disability","2022","Males","Skeagh, Cavan","Number","38"
"Persons with a disability","2022","Males","Springfield, Cavan","Number","22"
"Persons with a disability","2022","Males","Stradone, Cavan","Number","59"
"Persons with a disability","2022","Males","Swanlinbar, Cavan","Number","51"
"Persons with a disability","2022","Males","Taghart, Cavan","Number","46"
"Persons with a disability","2022","Males","Templeport, Cavan","Number","28"
"Persons with a disability","2022","Males","Termon, Cavan","Number","55"
"Persons with a disability","2022","Males","Tuam, Cavan","Number","41"
"Persons with a disability","2022","Males","Tullyvin East, Cavan","Number","40"
"Persons with a disability","2022","Males","Tullyvin West, Cavan","Number","24"
"Persons with a disability","2022","Males","Virginia, Cavan","Number","494"
"Persons with a disability","2022","Males","Waterloo, Cavan","Number","81"
"Persons with a disability","2022","Males","Allt na Péiste, Dún na nGall","Number","36"
"Persons with a disability","2022","Males","Anagaire, Dún na nGall","Number","260"
"Persons with a disability","2022","Males","Árainn Mhór, Dún na nGall","Number","69"
"Persons with a disability","2022","Males","Ard an Rátha, Dún na nGall","Number","151"
"Persons with a disability","2022","Males","Ardmalin, Donegal","Number","58"
"Persons with a disability","2022","Males","Ards, Donegal","Number","115"
"Persons with a disability","2022","Males","Ballintra, Donegal, 057007","Number","73"
"Persons with a disability","2022","Males","Ballintra, Donegal, 057008","Number","79"
"Persons with a disability","2022","Males","Ballyarr, Donegal","Number","69"
"Persons with a disability","2022","Males","Ballyliffin, Donegal","Number","138"
"Persons with a disability","2022","Males","Ballymacool, Donegal","Number","255"
"Persons with a disability","2022","Males","Ballyshannon Rural, Donegal","Number","185"
